,ID,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,subscribed_clf,subscribed_log
109,13976,36,blue-collar,married,secondary,no,576,yes,no,cellular,10,jul,290,2,-1,0,no,no
110,37719,30,technician,married,secondary,no,0,yes,no,cellular,14,may,47,3,-1,0,no,no
111,18822,50,unemployed,married,secondary,no,297,yes,no,cellular,31,jul,29,10,-1,0,no,no
112,7345,39,blue-collar,single,secondary,no,885,yes,no,unknown,29,may,70,7,-1,0,no,no
113,27209,36,entrepreneur,married,secondary,yes,1,yes,no,cellular,21,nov,203,1,-1,0,no,no
114,3870,27,management,single,tertiary,no,-98,yes,yes,unknown,16,may,344,2,-1,0,no,no
115,43824,59,retired,married,primary,no,4007,no,no,cellular,28,may,581,3,63,6,yes,yes
116,25178,52,blue-collar,married,tertiary,no,297,yes,no,cellular,18,nov,62,2,195,1,no,no
117,22487,30,technician,married,tertiary,no,296,no,no,cellular,22,aug,1809,5,-1,0,no,yes
118,16823,49,management,single,tertiary,no,2555,no,yes,cellular,24,jul,263,2,-1,0,no,no
119,720,38,admin.,married,secondary,no,3047,yes,no,unknown,6,may,285,2,-1,0,no,no
120,20649,59,retired,married,secondary,no,278,no,no,cellular,12,aug,141,3,-1,0,no,no
121,5723,43,technician,married,secondary,no,-1701,yes,no,unknown,26,may,285,1,-1,0,no,no
122,30214,38,management,single,tertiary,no,1819,no,no,cellular,5,feb,101,3,-1,0,no,no
123,5357,32,technician,married,secondary,no,3155,yes,no,unknown,23,may,99,3,-1,0,no,no
124,5420,30,blue-collar,married,secondary,no,282,yes,yes,unknown,23,may,148,2,-1,0,no,no
125,28607,32,blue-collar,married,secondary,no,-460,yes,yes,cellular,29,jan,131,2,206,6,no,no
126,2799,40,blue-collar,married,secondary,no,30,yes,no,unknown,14,may,168,3,-1,0,no,no
127,40420,30,management,single,tertiary,no,536,no,no,cellular,2,jul,309,1,-1,0,no,no
128,44698,33,blue-collar,single,secondary,no,329,no,no,cellular,6,sep,224,1,145,2,no,no
129,22563,41,technician,married,secondary,no,65,no,no,cellular,22,aug,157,1,-1,0,no,no
130,9519,50,blue-collar,married,secondary,no,464,no,yes,unknown,6,jun,426,2,-1,0,no,no
131,42903,33,technician,single,tertiary,no,696,no,yes,cellular,5,feb,193,1,176,8,yes,no
132,33189,51,blue-collar,married,primary,no,14,yes,yes,cellular,20,apr,233,2,329,1,no,no
133,32604,34,blue-collar,married,primary,no,329,yes,no,cellular,17,apr,952,1,343,1,yes,yes
134,43088,59,unemployed,divorced,secondary,no,7469,no,no,cellular,22,feb,287,1,130,1,no,no
135,27773,51,retired,married,secondary,no,965,yes,no,cellular,28,jan,67,1,-1,0,no,no
136,15018,26,blue-collar,married,secondary,no,-11,yes,yes,cellular,17,jul,1150,3,-1,0,no,no
137,27991,33,technician,single,secondary,no,0,yes,no,cellular,28,jan,191,2,-1,0,no,no
138,21980,40,technician,single,secondary,no,2244,no,yes,cellular,20,aug,58,2,-1,0,no,no
139,39238,35,management,single,tertiary,no,9336,yes,no,cellular,18,may,311,2,-1,0,no,no
140,40343,38,self-employed,single,tertiary,no,605,no,no,telephone,18,jun,1603,10,-1,0,yes,yes
141,36542,41,blue-collar,married,primary,no,254,yes,no,cellular,12,may,25,1,309,3,no,no
142,12897,25,services,single,secondary,no,111,no,yes,cellular,7,jul,316,1,-1,0,no,no
143,34781,38,technician,single,secondary,no,1019,yes,no,cellular,6,may,249,1,-1,0,no,no
144,5030,28,management,married,tertiary,no,395,no,no,unknown,21,may,178,1,-1,0,no,no
145,30468,55,technician,married,secondary,no,956,yes,yes,cellular,5,feb,116,4,-1,0,no,no
146,31645,39,management,single,tertiary,no,2651,no,no,cellular,6,apr,139,2,136,5,yes,no
147,43949,36,admin.,married,secondary,no,1031,no,no,cellular,17,jun,282,4,-1,0,no,no
148,37482,38,technician,single,tertiary,no,69,yes,no,cellular,13,may,253,3,-1,0,no,no
149,27319,39,management,married,tertiary,no,20932,no,no,cellular,21,nov,127,2,-1,0,no,no
150,9757,34,housemaid,married,tertiary,no,5011,yes,no,unknown,9,jun,311,2,-1,0,no,no
151,19208,42,management,married,tertiary,no,0,no,no,cellular,6,aug,81,3,-1,0,no,no
152,13326,32,management,single,tertiary,no,191,no,no,cellular,8,jul,141,4,-1,0,no,no
153,39364,46,management,single,tertiary,no,6651,no,no,cellular,22,may,114,1,60,1,no,no
154,33434,32,admin.,single,secondary,no,299,yes,no,cellular,20,apr,177,2,348,2,no,no
155,24116,39,blue-collar,married,secondary,no,1307,yes,no,telephone,31,oct,158,1,-1,0,yes,no
156,43255,34,management,married,tertiary,no,158,no,no,cellular,9,mar,212,3,181,6,yes,yes
157,44815,61,housemaid,married,primary,no,2580,no,no,cellular,16,sep,270,3,202,7,no,no
158,4931,27,blue-collar,single,secondary,no,0,yes,no,unknown,21,may,504,1,-1,0,no,no
159,12012,36,blue-collar,married,secondary,no,1132,yes,yes,unknown,20,jun,258,2,-1,0,no,no
160,23416,37,housemaid,single,tertiary,no,206,no,no,cellular,27,aug,115,5,-1,0,no,no
161,40286,35,services,single,secondary,no,1701,yes,no,cellular,15,jun,175,1,67,3,yes,no
162,8160,35,technician,married,secondary,no,1707,yes,no,unknown,2,jun,426,3,-1,0,no,no
163,1747,31,management,single,secondary,no,453,yes,no,unknown,9,may,384,2,-1,0,no,no
164,26687,31,services,single,secondary,no,1987,yes,no,telephone,20,nov,55,2,-1,0,no,no
165,5439,32,admin.,married,secondary,no,0,no,no,unknown,23,may,206,3,-1,0,no,no
166,25672,34,admin.,single,tertiary,no,3092,no,no,cellular,19,nov,115,1,-1,0,no,no
167,30587,28,unemployed,single,tertiary,no,0,no,no,cellular,6,feb,15,9,-1,0,no,no
168,40624,62,retired,married,secondary,no,3340,no,no,cellular,4,aug,259,1,35,1,yes,no
169,13524,35,management,divorced,tertiary,no,6997,yes,no,cellular,9,jul,1121,1,-1,0,yes,yes
170,11861,36,management,divorced,tertiary,no,0,no,no,unknown,20,jun,519,2,-1,0,no,no
171,18837,36,management,married,tertiary,no,0,no,yes,cellular,4,aug,89,1,-1,0,no,no
172,35570,32,admin.,single,secondary,no,626,yes,no,cellular,7,may,324,2,351,1,no,no
173,5970,47,blue-collar,married,secondary,yes,-614,yes,no,unknown,26,may,118,2,-1,0,no,no
174,29195,40,services,divorced,secondary,no,687,yes,no,cellular,2,feb,531,1,208,1,no,no
175,1532,41,management,single,tertiary,no,572,yes,no,unknown,8,may,8,2,-1,0,no,no
176,29144,37,management,married,secondary,no,10,no,yes,cellular,2,feb,164,1,250,2,no,no
177,31347,57,blue-collar,married,primary,no,1610,no,no,telephone,16,mar,147,1,-1,0,yes,no
178,39183,36,technician,single,secondary,no,23,yes,no,cellular,18,may,69,2,333,2,no,no
179,41087,41,admin.,divorced,secondary,no,220,yes,no,cellular,14,aug,142,2,88,2,no,no
180,26280,35,services,single,secondary,no,5551,yes,no,cellular,20,nov,258,1,-1,0,no,no
181,37054,49,entrepreneur,single,secondary,no,259,no,no,cellular,13,may,149,1,-1,0,no,no
182,5135,32,blue-collar,married,secondary,no,43,yes,no,unknown,21,may,173,2,-1,0,no,no
183,15685,34,technician,single,secondary,no,5731,yes,no,cellular,21,jul,101,3,-1,0,no,no
184,28522,55,technician,married,unknown,no,574,yes,no,cellular,29,jan,243,2,-1,0,no,no
185,43859,29,blue-collar,married,secondary,no,3310,no,no,cellular,2,jun,344,2,117,2,yes,yes
186,26886,34,management,married,tertiary,no,19391,no,no,cellular,20,nov,391,2,-1,0,no,no
187,20186,30,management,single,tertiary,no,2123,no,no,cellular,11,aug,217,2,-1,0,no,no
188,39866,26,technician,married,secondary,no,915,no,no,cellular,2,jun,384,1,-1,0,yes,no
189,21261,51,technician,divorced,secondary,no,2323,yes,yes,cellular,18,aug,151,10,-1,0,no,no
190,24452,54,services,divorced,secondary,no,2398,yes,no,cellular,17,nov,73,1,-1,0,no,no
191,8518,51,self-employed,divorced,secondary,no,1291,yes,no,unknown,3,jun,51,2,-1,0,no,no
192,29171,31,services,single,secondary,no,125,no,no,cellular,2,feb,360,1,-1,0,no,no
193,5043,30,services,married,secondary,no,702,yes,no,unknown,21,may,573,1,-1,0,no,no
194,30255,36,blue-collar,single,secondary,no,767,no,no,cellular,5,feb,77,1,-1,0,no,no
195,478,31,management,single,secondary,no,301,yes,no,unknown,6,may,82,1,-1,0,no,no
196,32764,33,technician,married,secondary,no,5833,yes,no,cellular,17,apr,57,1,-1,0,no,no
197,29423,60,retired,married,secondary,no,0,no,no,cellular,3,feb,149,1,-1,0,yes,no
198,13607,45,blue-collar,married,primary,no,942,no,yes,cellular,9,jul,295,1,-1,0,no,no
199,24844,37,technician,married,secondary,no,0,yes,no,cellular,18,nov,173,1,179,6,no,no
200,2003,35,management,single,tertiary,no,123,yes,no,unknown,9,may,83,3,-1,0,no,no
201,9654,38,blue-collar,married,secondary,no,1434,no,no,unknown,6,jun,396,4,-1,0,no,no
202,31418,45,management,married,unknown,no,2466,no,no,telephone,27,mar,124,1,-1,0,no,no
203,27119,43,management,married,tertiary,no,2100,yes,no,cellular,21,nov,105,1,-1,0,no,no
204,7844,38,services,married,secondary,no,-762,yes,yes,unknown,30,may,408,2,-1,0,no,no
205,16272,56,retired,divorced,tertiary,no,2370,no,no,cellular,23,jul,376,1,-1,0,no,no
206,24178,35,unemployed,single,secondary,no,127,yes,no,telephone,14,nov,162,1,-1,0,yes,no
207,13800,45,entrepreneur,married,unknown,no,3133,yes,yes,cellular,10,jul,804,1,-1,0,no,no
208,38570,38,self-employed,single,tertiary,no,5774,yes,no,cellular,15,may,406,4,359,5,no,no
209,12249,29,blue-collar,married,secondary,no,1661,yes,no,unknown,23,jun,123,2,-1,0,no,no
210,9846,53,management,married,primary,no,2096,no,no,unknown,9,jun,104,1,-1,0,no,no
211,43244,64,unemployed,divorced,secondary,no,588,no,no,cellular,8,mar,409,1,-1,0,yes,no
212,24457,32,blue-collar,single,primary,no,1918,yes,no,cellular,17,nov,321,1,-1,0,no,no
213,9681,53,retired,married,primary,no,17,no,yes,unknown,6,jun,104,2,-1,0,no,no
214,446,51,admin.,divorced,secondary,no,228,yes,no,unknown,6,may,136,1,-1,0,no,no
215,32326,30,blue-collar,single,secondary,no,445,yes,no,cellular,16,apr,218,1,330,2,no,no
216,30105,29,admin.,single,secondary,no,260,yes,no,cellular,4,feb,453,2,273,2,yes,no
217,5725,37,admin.,married,secondary,no,-255,yes,no,unknown,26,may,96,2,-1,0,no,no
218,34051,34,self-employed,single,tertiary,no,5462,no,no,cellular,30,apr,430,1,-1,0,yes,no
219,43346,29,self-employed,single,tertiary,no,3290,no,no,cellular,23,mar,136,1,291,2,no,yes
220,43574,55,housemaid,married,secondary,no,962,yes,no,cellular,28,apr,623,1,181,3,yes,yes
221,27947,35,self-employed,single,tertiary,no,4213,no,no,cellular,28,jan,203,1,-1,0,no,no
222,14411,41,services,divorced,secondary,no,0,no,no,cellular,14,jul,93,3,-1,0,no,no
223,4486,35,admin.,married,secondary,no,2137,yes,no,unknown,20,may,124,1,-1,0,no,no
224,25082,31,blue-collar,married,secondary,no,5345,yes,no,cellular,18,nov,260,1,-1,0,no,no
225,15027,36,management,married,tertiary,no,-633,yes,no,cellular,17,jul,106,1,-1,0,no,no
226,10447,55,housemaid,divorced,primary,no,0,no,no,unknown,12,jun,90,8,-1,0,no,no
227,182,35,technician,divorced,secondary,no,787,yes,no,unknown,5,may,683,2,-1,0,no,no
228,13358,33,management,married,tertiary,no,6,yes,no,cellular,8,jul,1111,1,-1,0,no,yes
229,33229,37,admin.,married,secondary,no,756,yes,no,cellular,20,apr,207,2,-1,0,no,no
230,14064,31,entrepreneur,married,tertiary,no,0,yes,yes,cellular,11,jul,151,2,-1,0,no,no
231,1198,51,management,married,primary,yes,57,yes,yes,unknown,8,may,61,1,-1,0,no,no
232,7047,43,blue-collar,married,primary,no,50,no,no,unknown,28,may,90,8,-1,0,no,no
233,23700,30,technician,married,tertiary,no,81,no,no,cellular,28,aug,51,1,-1,0,no,no
234,41547,27,student,single,tertiary,no,-148,yes,no,cellular,11,sep,146,3,224,1,no,no
235,27250,57,technician,married,secondary,no,29207,yes,no,telephone,21,nov,232,2,-1,0,no,no
236,1772,31,services,divorced,secondary,no,1656,yes,no,unknown,9,may,208,3,-1,0,no,no
237,26733,33,admin.,single,secondary,no,2548,yes,no,cellular,20,nov,179,2,-1,0,no,no
238,23970,46,technician,divorced,secondary,no,117,no,no,cellular,29,aug,94,2,-1,0,no,no
239,9504,41,housemaid,single,primary,no,21,no,no,unknown,6,jun,264,1,-1,0,no,no
240,6645,32,technician,married,tertiary,no,-196,yes,no,unknown,28,may,163,1,-1,0,no,no
241,41808,62,services,married,primary,no,276,no,no,cellular,14,oct,80,2,-1,0,no,no
242,16403,39,management,married,secondary,no,6012,no,no,telephone,23,jul,383,2,-1,0,no,no
243,11865,41,self-employed,divorced,tertiary,no,-319,no,no,unknown,20,jun,263,3,-1,0,no,no
244,6577,29,management,married,tertiary,no,-218,yes,no,unknown,28,may,121,1,-1,0,no,no
245,35451,27,management,single,tertiary,no,405,yes,no,cellular,7,may,129,2,-1,0,no,no
246,19013,60,blue-collar,married,secondary,no,2879,yes,no,cellular,5,aug,122,1,-1,0,yes,no
247,44948,55,admin.,divorced,secondary,no,0,yes,yes,cellular,7,oct,122,1,245,4,no,no
248,23205,59,retired,married,secondary,no,2396,no,no,cellular,27,aug,1040,6,-1,0,yes,yes
249,20933,34,technician,married,secondary,no,2959,no,no,cellular,13,aug,413,5,-1,0,no,no
250,13872,34,blue-collar,single,secondary,no,0,yes,no,cellular,10,jul,307,1,-1,0,no,no
251,22151,57,technician,divorced,tertiary,no,96,no,no,cellular,21,aug,913,4,-1,0,yes,yes
252,5060,29,blue-collar,single,secondary,no,445,yes,no,unknown,21,may,139,2,-1,0,no,no
253,43986,37,admin.,single,secondary,no,16,no,no,unknown,24,jun,11,1,-1,0,no,no
254,38428,36,admin.,married,secondary,no,1479,no,no,cellular,15,may,65,2,-1,0,no,no
255,6285,32,admin.,married,secondary,no,-370,yes,no,unknown,27,may,98,1,-1,0,no,no
256,31498,34,admin.,married,secondary,no,1474,no,no,cellular,2,apr,739,2,-1,0,no,yes
257,3132,49,blue-collar,married,secondary,no,2631,yes,no,unknown,14,may,76,2,-1,0,no,no
258,18662,35,blue-collar,married,secondary,no,-172,yes,no,cellular,31,jul,14,32,-1,0,no,no
259,7481,30,blue-collar,married,secondary,no,486,yes,no,unknown,29,may,1109,3,-1,0,yes,no
260,37641,44,management,married,unknown,no,415,yes,no,telephone,14,may,7,7,-1,0,no,no
261,39128,34,entrepreneur,single,tertiary,no,1068,yes,no,cellular,18,may,46,6,378,2,no,no
262,31749,43,blue-collar,married,secondary,no,1617,yes,no,cellular,7,apr,239,1,-1,0,no,no
263,27706,49,admin.,single,secondary,no,981,yes,no,telephone,21,nov,10,3,-1,0,no,no
264,20243,53,housemaid,married,primary,no,1869,no,no,cellular,11,aug,102,4,-1,0,no,no
265,41228,65,retired,married,secondary,no,2326,no,yes,cellular,21,aug,276,1,-1,0,yes,no
266,16277,30,technician,married,tertiary,no,0,yes,yes,cellular,23,jul,232,1,-1,0,no,no
267,1623,32,blue-collar,married,secondary,no,536,yes,no,unknown,9,may,208,2,-1,0,no,no
268,39236,34,admin.,married,secondary,no,393,yes,no,cellular,18,may,222,4,355,1,no,no
269,28643,46,management,divorced,tertiary,no,-154,yes,yes,cellular,29,jan,150,2,247,2,no,no
270,3356,55,blue-collar,married,primary,no,158,yes,no,unknown,15,may,176,18,-1,0,no,no
271,35457,45,blue-collar,married,secondary,no,54,yes,no,cellular,7,may,279,1,367,1,no,no
272,39188,29,management,single,tertiary,no,2637,yes,no,cellular,18,may,179,3,-1,0,no,no
273,14893,32,management,single,tertiary,no,1010,yes,no,cellular,16,jul,924,1,-1,0,yes,no
274,10038,39,management,married,primary,no,0,no,no,unknown,11,jun,308,7,-1,0,no,no
275,30681,39,technician,married,unknown,no,195,no,no,cellular,6,feb,74,2,-1,0,no,no
276,20593,47,management,married,tertiary,no,434,no,no,cellular,12,aug,111,4,-1,0,no,no
277,5634,35,blue-collar,married,secondary,no,0,yes,no,unknown,23,may,100,4,-1,0,no,no
278,6142,53,technician,married,secondary,no,-725,yes,no,unknown,27,may,1205,1,-1,0,yes,no
279,38305,29,management,single,tertiary,no,499,yes,no,cellular,15,may,338,1,-1,0,no,no
280,24560,38,blue-collar,single,secondary,no,1012,yes,yes,telephone,17,nov,69,1,-1,0,no,no
281,7674,36,housemaid,married,secondary,no,419,yes,no,unknown,30,may,251,1,-1,0,no,no
282,41398,63,retired,married,secondary,no,4752,no,no,cellular,2,sep,233,2,-1,0,no,no
283,29891,26,student,single,secondary,no,334,no,no,telephone,4,feb,46,1,-1,0,no,no
284,22308,46,blue-collar,married,primary,no,278,no,no,cellular,21,aug,153,3,-1,0,no,no
285,40780,30,management,single,tertiary,no,697,no,no,cellular,10,aug,179,3,102,2,yes,yes
286,3432,28,blue-collar,single,primary,no,-457,yes,no,unknown,15,may,43,9,-1,0,no,no
287,37447,36,management,divorced,tertiary,no,-978,yes,no,cellular,13,may,62,3,-1,0,no,no
