,ID,subscribed
731,33008,1
732,44336,0
733,34197,0
734,8315,0
735,11050,0
736,26655,0
737,18204,0
738,23984,0
739,43680,1
740,21869,0
741,6050,0
742,17069,0
743,31686,0
744,10945,0
745,27172,0
746,23671,0
747,7827,0
748,34495,1
749,31090,0
750,35858,0
751,37357,0
752,32659,0
753,10498,0
754,16980,0
755,28107,0
756,19205,0
757,10310,0
758,16110,0
759,8539,0
760,43901,0
761,16167,0
762,35404,0
763,42351,1
764,25983,0
765,26485,0
766,10537,0
767,40848,0
768,33118,0
769,15387,0
770,23473,0
771,41803,1
772,8105,0
773,22916,0
774,5977,0
775,24853,0
776,1733,0
777,43696,1
778,42385,0
779,25077,0
780,28727,0
781,1305,0
782,24555,0
783,42701,1
784,31048,0
785,35884,0
786,16595,0
787,16506,0
788,31436,0
789,15159,0
790,866,0
791,15577,0
792,41971,0
793,22478,0
794,23110,0
795,20795,0
796,10046,0
797,18596,0
798,30920,0
799,1293,0
800,382,0
801,4097,0
802,676,0
803,27482,0
804,19203,0
805,8924,0
806,44489,0
807,2816,0
808,4539,0
809,23612,0
810,32665,0
811,33707,0
812,12333,0
813,41869,0
814,5206,0
815,42784,0
816,43442,0
817,3233,0
818,41341,0
819,34102,0
820,20905,0
821,22751,0
822,30777,0
823,22806,0
824,41592,1
825,11731,0
826,40186,0
827,23593,0
828,9790,0
829,34112,0
830,12266,0
831,44947,0
832,8221,0
833,19676,0
834,19146,0
835,2330,0
836,24611,0
837,7203,0
838,13789,0
839,19122,0
840,30423,0
841,38059,0
842,35668,0
843,17036,0
844,24317,0
845,31179,0
846,31379,0
847,3597,0
848,33213,0
849,5720,0
850,22837,0
851,440,0
852,27575,0
853,40071,0
854,39661,0
855,18658,0
856,27696,0
857,36491,0
858,41755,1
859,8546,0
860,14359,0
861,40418,1
862,34342,0
863,28005,0
864,41589,1
865,19194,0
866,29654,0
867,36673,0
868,28095,0
869,34953,0
870,17090,0
871,4594,0
872,17315,0
873,26717,0
874,1599,0
875,2180,0
876,34797,0
877,10770,0
878,42399,0
879,19087,0
880,11948,0
881,28448,0
882,12827,0
883,22031,0
884,20432,0
885,26172,0
886,14266,0
887,37133,0
888,5825,0
889,33699,1
890,34897,0
891,9249,0
892,37155,0
893,16408,0
894,15764,0
895,31131,0
896,1164,0
897,21229,0
898,10610,0
899,36501,0
900,1045,0
901,44101,0
902,3428,0
903,16554,0
904,19229,0
905,34874,0
906,6959,0
907,29696,0
908,38322,0
909,35636,0
910,6956,0
911,44427,1
912,34537,0
913,30407,0
914,31901,0
915,27365,0
916,15473,0
917,35223,0
918,40936,1
919,8196,0
920,7093,0
921,42828,1
922,11853,0
923,21948,0
924,35070,0
925,13675,0
926,6596,0
927,24833,0
928,23495,0
929,245,0
930,38832,0
931,43437,0
932,8466,0
933,19186,0
934,40152,0
935,14520,0
936,18251,0
937,39701,0
938,44984,0
939,36798,0
940,21605,0
941,27782,0
942,27593,0
943,28299,0
944,27686,0
945,43094,0
946,22954,0
947,3892,0
948,4295,0
949,8829,0
950,23244,0
951,102,0
952,24340,0
953,29329,0
954,6380,0
955,34520,0
956,24263,0
957,42753,1
958,10070,0
959,40480,0
960,16159,0
961,4688,0
962,2817,0
963,22529,0
964,22652,0
965,9182,0
966,22255,0
967,16387,0
968,33598,0
969,17050,0
970,37037,0
971,40365,0
972,41640,1
973,43740,1
974,17125,0
975,36304,0
976,7267,0
977,26554,0
978,5120,0
979,28889,0
980,15862,0
981,36522,0
982,43907,1
983,3664,0
984,31628,0
985,29107,0
986,22907,0
987,10317,0
988,9400,0
989,21278,0
990,20112,0
991,5234,0
992,35620,0
993,40802,0
994,23439,0
995,16021,0
996,6056,0
997,32827,0
998,1813,0
999,21296,0
1000,17378,0
1001,45052,0
1002,24026,0
1003,4185,0
1004,36986,0
1005,36100,0
1006,14214,0
1007,43750,0
1008,2059,0
1009,36851,0
1010,21769,0
1011,36073,0
1012,1029,0
1013,34790,0
1014,21582,0
1015,43427,0
1016,36278,0
1017,40723,0
1018,30671,0
1019,25346,0
1020,39120,0
1021,42149,0
1022,14060,0
1023,40453,0
1024,10516,0
1025,1313,0
1026,12503,0
1027,20062,0
1028,39441,1
1029,29376,0
1030,12133,0
1031,38926,0
1032,2820,0
1033,5056,1
1034,18716,0
1035,29099,0
1036,2102,0
1037,35907,0
1038,14316,0
1039,25926,0
1040,44532,1
1041,31655,0
1042,13937,1
1043,38434,0
1044,44054,0
1045,30704,0
1046,2289,0
1047,44138,0
1048,1851,1
1049,33740,0
1050,31497,0
1051,20565,0
1052,43323,1
1053,22143,0
1054,41101,0
1055,17959,0
1056,31363,0
1057,36844,0
1058,11538,0
1059,5396,0
1060,10043,0
1061,38258,0
1062,36972,0
1063,29497,0
1064,25063,0
1065,28546,0
1066,6925,0
1067,41440,1
1068,13333,0
1069,4803,0
1070,18148,0
1071,4488,0
1072,29004,0
1073,41816,0
1074,25545,0
1075,15347,0
1076,3791,0
1077,29592,0
1078,36702,0
1079,6421,0
1080,38958,0
1081,14036,0
1082,44118,1
1083,24519,0
1084,7109,0
1085,16104,0
1086,7493,1
1087,35803,0
1088,36381,0
1089,2248,0
1090,28420,0
1091,25131,0
1092,12733,0
1093,4140,0
1094,21951,0
1095,17283,0
1096,9044,0
1097,35051,0
1098,35932,0
1099,39081,0
1100,15921,0
1101,14841,0
1102,29779,0
1103,8454,0
1104,44493,0
1105,44163,1
1106,37579,0
1107,37062,0
1108,12507,0
1109,15236,0
1110,34935,0
1111,9215,0
1112,36834,0
1113,23709,0
1114,20216,0
1115,19538,0
1116,40765,0
1117,27892,0
1118,9791,0
1119,20178,0
1120,6624,0
1121,13329,0
1122,35802,1
1123,2728,0
1124,35192,0
1125,15053,0
1126,33103,0
1127,21644,0
1128,11504,0
1129,20847,0
1130,5435,0
1131,33059,0
1132,2637,0
1133,186,0
1134,43779,0
1135,44569,0
1136,28849,0
1137,38689,0
1138,766,0
1139,20532,0
1140,32331,0
1141,1498,0
1142,2491,0
1143,40102,0
1144,39461,0
1145,18471,0
1146,23907,0
1147,16245,0
1148,44962,1
1149,19148,0
1150,1617,0
1151,7277,0
1152,8662,0
1153,27434,0
1154,32584,0
1155,26587,0
1156,41424,0
1157,11960,0
1158,39421,0
1159,18094,0
1160,29928,0
1161,37060,0
1162,10087,0
1163,45138,0
1164,11506,0
1165,30216,0
1166,11241,0
1167,4391,0
1168,30640,0
1169,9027,0
1170,31165,0
1171,3656,0
1172,6238,0
1173,30274,0
1174,42185,1
1175,163,0
1176,22169,0
1177,11695,0
1178,13351,0
1179,34107,0
1180,38061,0
1181,16949,0
1182,32723,0
1183,33930,0
1184,40849,0
1185,18484,0
1186,6164,0
1187,35549,0
1188,18891,0
1189,8835,0
1190,34386,0
1191,758,0
1192,8181,0
1193,28171,0
1194,29349,0
1195,37377,0
1196,37917,0
1197,17736,0
1198,7592,0
1199,36333,0
1200,11270,0
1201,13430,0
1202,33854,0
1203,4810,0
1204,12686,0
1205,20339,0
1206,9994,1
1207,26319,0
1208,31961,1
1209,5532,0
1210,27460,0
1211,16274,0
1212,956,0
1213,24534,0
1214,29031,0
1215,1963,0
1216,35592,0
1217,1709,0
1218,472,0
1219,10969,0
1220,1860,0
1221,10400,0
1222,36774,0
1223,23218,0
1224,9083,0
1225,33723,0
1226,2842,0
1227,28834,0
1228,6153,0
1229,16792,0
1230,42112,1
1231,23396,0
1232,5071,0
1233,28729,1
1234,32462,0
1235,35257,0
1236,14441,0
1237,11080,0
1238,38806,0
1239,6800,0
1240,15932,0
1241,31335,1
1242,41664,0
1243,13357,0
1244,36389,0
1245,41853,0
1246,37002,0
1247,36731,0
1248,39451,0
1249,28479,0
1250,9212,0
1251,17334,0
1252,39326,0
1253,34597,0
1254,18768,0
1255,36297,0
1256,33303,0
1257,36819,1
1258,16088,0
1259,43308,1
1260,36679,0
1261,21365,0
1262,39034,0
1263,7754,0
1264,2751,0
1265,31918,0
1266,32315,0
1267,6594,0
1268,35548,0
1269,19436,0
1270,27523,0
1271,526,0
1272,31633,1
1273,39529,0
1274,4227,0
1275,23534,0
1276,43996,0
1277,18793,0
1278,11669,0
1279,23246,0
1280,11551,0
1281,5380,0
1282,23264,0
1283,39375,0
1284,709,0
1285,8903,0
1286,28242,0
1287,1443,0
1288,10345,0
1289,17774,0
1290,16026,0
1291,28858,0
1292,700,0
1293,35158,0
1294,2343,0
1295,14213,0
1296,4244,0
1297,5800,0
1298,29362,0
1299,43617,0
1300,34800,0
1301,30120,0
1302,37940,0
1303,2909,0
1304,1753,0
1305,35694,0
1306,43288,0
1307,41187,1
1308,35692,0
1309,10919,0
1310,37035,0
1311,24210,0
1312,16726,0
1313,41286,0
1314,20740,0
1315,32619,0
1316,27156,0
1317,43505,1
1318,20258,0
1319,31900,0
1320,4228,0
1321,42462,1
1322,33630,1
1323,16588,0
1324,7361,0
1325,3557,0
1326,14987,0
1327,44902,0
1328,7805,0
1329,23335,0
1330,5354,0
1331,28938,0
1332,9906,0
1333,40200,0
1334,22798,0
1335,22720,0
1336,21585,0
1337,15751,0
1338,38329,0
1339,8141,0
1340,7898,0
1341,42012,0
1342,7463,0
1343,608,0
1344,2255,0
1345,3969,0
1346,7052,0
1347,35639,0
1348,30156,0
1349,40666,0
1350,43709,1
1351,35197,0
1352,19217,0
1353,40664,0
1354,5159,0
1355,15055,0
1356,26038,0
1357,21164,0
1358,12190,0
1359,3711,0
1360,42631,0
1361,15982,0
1362,10673,0
1363,44221,0
1364,27600,0
1365,18084,0
1366,41880,0
1367,2722,0
1368,16214,0
1369,22784,0
1370,14317,0
1371,9258,0
1372,26463,0
1373,21304,0
1374,18748,0
1375,31958,0
1376,14140,0
1377,23585,0
1378,29275,0
1379,15850,0
1380,28374,0
1381,596,0
1382,17135,0
1383,41530,1
1384,12149,0
1385,22345,0
1386,11664,0
1387,624,0
1388,16936,0
1389,8415,0
1390,34994,0
1391,38418,1
1392,32190,1
1393,38073,0
1394,17062,1
1395,11858,0
1396,10107,0
1397,44949,1
1398,44666,1
1399,12466,0
1400,3023,0
1401,5511,0
1402,9558,0
1403,10900,0
1404,35415,1
1405,42804,0
1406,41093,0
1407,45057,1
1408,33087,0
1409,25506,0
1410,36016,0
1411,30095,0
1412,33679,0
1413,10838,0
1414,1846,0
1415,42066,0
1416,42199,0
1417,22198,0
1418,3196,0
1419,23906,0
1420,17872,0
1421,15182,0
1422,16242,0
1423,25124,0
1424,8408,0
1425,34184,0
1426,16406,0
1427,28830,0
1428,31690,0
1429,2547,0
1430,29227,0
1431,39495,0
1432,9005,0
1433,43429,0
1434,33965,0
1435,30590,0
1436,15311,0
1437,30694,0
1438,20990,0
1439,37096,0
1440,17170,0
1441,11598,0
1442,35075,0
1443,356,0
1444,10801,0
1445,10011,0
1446,21217,0
1447,34763,0
1448,21526,0
1449,39047,0
1450,43695,1
1451,5162,0
1452,41707,0
1453,6411,0
1454,25615,0
1455,43256,1
1456,527,0
1457,2361,0
1458,40944,0
1459,17545,0
1460,36481,0
1461,20220,0
1462,10312,0
1463,17476,0
1464,12244,0
1465,4562,1
1466,36152,0
1467,7972,0
1468,34050,0
1469,36634,0
1470,6612,0
1471,24495,0
1472,39558,0
1473,26285,1
1474,29192,0
1475,5823,0
1476,11052,0
1477,22896,0
1478,20644,0
1479,19354,0
1480,42262,1
1481,18485,0
1482,17486,0
1483,43375,0
1484,19944,0
1485,6752,0
1486,5151,0
1487,30415,0
1488,38225,0
1489,12093,0
1490,26366,0
1491,27397,0
1492,28661,0
1493,1896,0
1494,11277,0
1495,18924,0
1496,34419,0
1497,15890,0
1498,37126,0
1499,799,0
1500,26183,0
1501,29979,0
1502,37146,0
1503,4531,0
1504,19840,0
1505,30532,0
1506,24520,0
1507,27879,0
1508,1,0
1509,6814,0
1510,34328,0
1511,28672,0
1512,9815,0
1513,39757,0
1514,3729,0
1515,44263,1
1516,23037,0
1517,32741,0
1518,39735,0
1519,12975,0
1520,15329,0
1521,10322,0
1522,14795,0
1523,35146,0
1524,30668,0
1525,33956,0
1526,24025,0
1527,27506,0
1528,27035,0
1529,18026,0
1530,21410,0
1531,37625,0
1532,4505,0
1533,44269,0
1534,19765,1
1535,2689,0
1536,11028,0
1537,1639,0
1538,3535,0
1539,11854,0
1540,5868,0
1541,6508,0
1542,11134,0
1543,30647,0
1544,39627,0
1545,35504,0
1546,16059,0
1547,20640,0
1548,42731,1
1549,34931,0
1550,42641,0
1551,42988,1
1552,29509,0
1553,42514,0
1554,9945,0
1555,30740,0
1556,12220,0
1557,15081,0
1558,44926,0
1559,6557,0
1560,31314,0
1561,29766,0
1562,4271,0
1563,38423,0
1564,30687,0
1565,11477,0
1566,29402,0
1567,19685,0
1568,33298,0
1569,44525,1
1570,14371,0
1571,21702,0
1572,2363,0
1573,16653,0
1574,33174,0
1575,8434,0
1576,24115,0
1577,27046,0
1578,2519,0
1579,38113,0
1580,18627,0
1581,29563,0
1582,24409,0
1583,27428,0
1584,4829,0
1585,18469,0
1586,5593,0
1587,34899,1
1588,14449,0
1589,37336,0
1590,25651,0
1591,8921,0
1592,1589,0
1593,7404,0
1594,10744,0
1595,35999,0
1596,2338,0
1597,16545,0
1598,41200,0
1599,39753,1
1600,28973,0
1601,12758,0
1602,7820,0
1603,11630,0
1604,23230,0
1605,15289,0
1606,35931,0
1607,40041,0
1608,19883,0
1609,26901,0
1610,33972,1
1611,16539,0
1612,16630,0
1613,35449,0
1614,23006,0
1615,7540,0
1616,21145,0
1617,44316,1
1618,17359,0
1619,24038,0
1620,26476,0
1621,29358,0
1622,7360,0
1623,33765,1
1624,8355,0
1625,29417,0
1626,23874,0
1627,31880,0
1628,2012,0
1629,16739,0
1630,40165,0
1631,41956,0
1632,10892,0
1633,32169,1
1634,27037,0
1635,1525,0
1636,13758,0
1637,37608,1
1638,31540,0
1639,4717,0
1640,2656,0
1641,10402,0
1642,37808,0
1643,39669,0
1644,38297,0
1645,37884,0
1646,34274,0
1647,44433,1
1648,6222,0
1649,12764,0
1650,23392,0
1651,27891,0
1652,35754,0
1653,4495,0
1654,4527,0
1655,10958,0
1656,13908,0
1657,28761,0
1658,872,0
1659,22244,0
1660,41248,0
1661,20310,0
1662,15912,0
1663,28725,0
1664,19807,0
1665,22399,0
1666,33649,0
1667,32640,0
1668,2776,0
1669,25399,0
1670,16456,0
1671,35506,0
1672,43335,0
1673,13135,0
1674,18849,0
1675,36602,1
1676,33836,0
1677,11820,1
1678,24295,0
1679,6906,0
1680,12140,0
1681,21566,0
1682,5654,0
1683,23266,1
1684,40336,0
1685,10996,0
1686,9143,0
1687,3473,0
1688,17482,0
1689,17176,0
1690,9571,0
1691,34459,0
1692,39553,0
1693,23511,0
1694,16215,0
1695,38316,0
1696,1034,0
1697,14010,0
1698,4671,0
1699,22543,0
1700,10376,0
1701,20987,0
1702,35247,0
1703,19211,0
1704,27647,0
1705,7992,0
1706,18667,0
1707,16511,0
1708,21180,0
1709,30488,0
1710,2535,0
1711,6106,0
1712,169,0
1713,17962,0
1714,19166,0
1715,16081,0
1716,30739,0
1717,9570,0
1718,25719,0
1719,13606,0
1720,767,0
1721,2351,0
1722,44125,0
1723,27513,0
1724,17654,0
1725,43892,0
1726,41143,0
1727,31823,0
1728,32865,0
1729,1744,0
1730,5053,0
1731,34627,0
1732,913,0
1733,43378,0
1734,17831,0
1735,906,0
1736,2115,0
1737,36182,0
1738,21968,0
1739,7888,0
1740,44787,1
1741,14438,0
1742,24221,0
1743,44338,0
1744,20249,0
1745,16398,0
1746,1311,0
1747,26437,0
1748,4326,0
1749,27948,0
1750,27066,0
1751,32520,0
1752,22791,0
1753,16956,0
1754,1457,0
1755,39383,0
1756,14565,0
1757,29986,0
1758,2585,0
1759,25939,0
1760,13995,0
1761,2973,0
1762,9813,0
1763,31447,1
1764,2995,0
1765,11596,0
1766,8433,0
1767,18537,0
1768,39776,0
1769,16402,0
1770,37691,1
1771,24929,0
1772,31808,0
1773,23557,0
1774,23337,0
1775,10297,0
1776,16247,0
1777,4034,0
1778,29653,0
1779,21998,0
1780,29554,0
1781,22926,0
1782,29703,0
1783,17539,0
1784,43741,0
1785,11117,0
1786,9489,0
1787,38595,0
1788,3795,0
1789,26845,0
1790,24904,0
1791,10366,0
1792,14081,0
1793,37034,0
1794,25703,0
1795,33252,0
1796,6435,0
1797,36870,0
1798,29160,0
1799,43058,0
1800,28888,0
1801,11298,0
1802,23330,0
1803,35913,0
1804,33510,1
1805,40515,1
1806,43145,0
1807,33067,0
1808,28730,0
1809,3253,0
1810,2433,0
1811,41069,0
1812,31983,0
1813,21521,0
1814,40938,0
1815,42268,0
1816,28200,0
1817,31604,0
1818,21026,0
1819,12982,0
1820,17808,0
1821,26096,0
1822,23000,0
1823,42846,0
1824,9568,0
1825,13715,0
1826,3527,0
1827,21376,0
1828,8908,0
1829,21356,0
1830,31985,0
1831,36411,0
1832,19191,0
1833,37946,0
1834,10219,0
1835,22570,0
1836,15945,0
1837,34749,0
1838,741,0
1839,31741,0
1840,10614,0
1841,20497,0
1842,41551,1
1843,2182,0
1844,20088,0
1845,12977,0
1846,16812,0
1847,21973,0
1848,1552,0
1849,13633,0
1850,12194,0
1851,13331,0
1852,17870,0
1853,7882,0
1854,30486,0
1855,21772,0
1856,36358,0
1857,34063,1
1858,44788,1
1859,19946,0
1860,26459,0
1861,9786,0
1862,22376,0
1863,34008,1
1864,15154,0
1865,41927,0
1866,9752,0
1867,16111,0
1868,15419,0
1869,13596,0
1870,35976,0
1871,22424,0
1872,41776,0
1873,7015,0
1874,34476,1
1875,17640,0
1876,11928,0
